18179
1024 1023
128 400 0
131 206 7
206 54 0
392 384 9
69 514 9
514 336 2
37 21 10
21 165 2
21 241 3
165 137 7
137 185 6
137 235 6
21 585 8
198 938 10
938 809 9
809 907 0
3 259 10
259 386 0
386 915 0
386 166 7
166 610 2
610 578 10
578 760 0
760 749 6
259 266 10
472 881 10
832 322 10
552 837 10
837 329 5
7 67 10
141 193 10
193 192 4
192 705 10
705 589 1
705 419 7
68 98 10
98 354 1
514 598 10
272 888 10
206 520 10
520 654 3
654 668 0
520 776 6
776 32 7
32 53 5
520 136 10
45 108 10
120 113 10
108 356 11
81 31 11
31 26 10
26 96 5
26 446 7
446 44 2
44 679 5
81 637 11
637 629 1
67 634 11
67 323 11
160 804 11
804 308 6
308 112 1
308 700 2
700 764 3
308 118 3
112 728 6
700 636 10
112 626 11
626 144 11
144 794 8
794 158 6
804 518 11
518 628 1
518 802 2
802 811 3
811 951 0
951 694 6
628 568 10
525 783 11
57 105 11
77 202 11
202 452 5
452 388 2
452 100 9
800 912 11
912 944 4
512 720 11
720 618 2
3 129 11
129 620 11
620 592 0
2 387 11
1015 502 11
928 424 11
424 465 0
424 780 2
424 399 7
399 397 7
399 909 9
608 932 11
1 40 11
40 154 1
274 178 11
69 848 11
4 545 11
38 678 11
678 770 4
770 327 7
770 306 8
11 73 11
73 488 10
488 869 3
52 188 11
197 13 11
13 15 3
15 415 2
415 425 3
415 278 6
278 247 3
415 411 8
15 422 11
422 528 3
528 35 4
35 579 3
528 82 5
422 494 7
494 366 4
82 90 8
336 464 11
464 75 8
75 10 7
10 523 1
523 530 2
530 595 0
595 243 0
10 394 10
112 49 12
49 288 4
49 573 10
646 648 12
648 906 4
386 686 12
686 687 11
424 571 12
151 209 12
209 466 4
466 244 3
466 83 3
424 365 12
365 109 1
365 97 8
526 918 12
136 408 12
849 851 12
851 846 2
846 263 0
73 497 12
541 829 12
780 189 12
189 318 3
189 349 4
189 110 8
53 470 12
272 432 12
432 581 0
0 420 12
273 897 12
897 225 1
897 914 9
4 72 12
72 640 2
640 532 0
72 330 7
640 992 8
26 47 13
47 627 4
627 250 0
64 772 13
332 84 13
36 168 13
168 138 3
138 152 0
168 698 5
698 680 0
698 396 2
396 876 5
876 908 1
908 1007 1
152 24 6
168 17 11
17 99 3
266 282 13
282 650 5
650 106 4
282 59 8
59 194 2
194 675 1
675 407 0
675 182 3
182 672 2
672 224 1
182 660 6
675 186 8
407 279 9
279 922 5
279 531 7
531 594 2
106 843 12
282 793 12
793 991 0
793 529 6
529 656 3
548 565 13
83 19 13
19 343 0
530 722 13
33 65 13
65 187 9
187 63 1
2 146 13
146 147 2
147 9 3
146 214 9
214 482 3
482 358 4
482 748 6
147 91 13
146 190 13
227 970 13
970 860 11
860 784 4
784 968 1
8 808 13
738 632 13
344 350 13
128 538 13
538 539 6
40 204 14
204 205 9
205 509 7
509 489 13
545 553 14
553 301 3
301 635 10
301 807 10
807 319 12
319 317 1
317 287 1
287 666 5
47 114 14
772 379 14
532 157 14
3 283 14
283 778 13
24 536 14
106 115 14
42 294 14
294 434 9
288 779 14
779 792 1
792 258 3
258 265 2
265 269 6
269 428 11
269 781 13
781 857 2
329 122 14
122 606 11
552 697 14
320 875 14
704 321 14
16 852 14
852 584 0
796 558 14
336 457 14
457 515 6
322 34 15
193 752 15
598 340 15
139 150 15
150 596 10
596 92 0
144 159 15
349 104 15
104 56 2
47 865 15
865 361 6
99 352 15
59 683 15
683 43 12
204 173 15
778 782 15
73 961 15
908 135 15
187 713 15
66 86 15
457 451 15
451 201 5
227 226 15
457 448 15
448 976 3
976 659 4
392 290 15
336 368 15
141 61 15
576 481 15
513 588 16
588 577 8
577 276 15
276 797 1
276 285 9
618 58 16
58 826 9
826 788 14
530 985 16
897 933 16
152 153 16
3 551 16
783 870 16
96 302 16
302 236 0
26 74 16
74 195 3
195 179 16
94 286 16
578 611 17
611 291 5
611 360 14
192 986 17
986 602 10
325 359 17
108 233 17
356 364 17
694 331 17
849 980 17
592 601 17
601 593 6
593 862 4
593 71 8
862 669 16
97 126 17
650 910 17
213 468 17
322 450 17
451 355 17
355 123 4
92 476 17
976 864 17
208 228 17
228 316 5
228 298 6
176 240 17
134 412 17
344 353 17
197 70 17
70 328 11
514 145 17
174 702 18
193 729 18
36 524 18
524 798 10
798 830 0
770 834 18
417 148 18
148 215 1
148 508 15
508 401 14
528 20 18
20 87 2
20 630 6
630 102 8
365 877 18
640 929 18
47 300 18
396 268 18
268 373 7
268 293 8
293 812 16
2 644 18
644 612 13
612 866 1
866 324 2
324 132 0
132 212 3
212 736 4
612 229 12
229 741 5
741 404 11
404 385 8
385 199 10
866 882 15
882 335 10
882 880 14
335 357 16
538 926 18
133 643 18
643 587 14
394 460 18
481 963 18
355 480 18
480 484 12
484 436 8
484 1013 16
73 93 18
93 383 6
94 597 18
597 850 1
597 533 15
25 505 18
1 297 18
796 981 18
21 167 18
416 426 19
579 708 19
708 604 6
708 613 11
497 763 19
532 820 19
282 534 19
214 22 19
22 28 8
28 410 9
265 281 19
283 177 19
66 742 19
195 580 19
580 517 11
517 633 4
517 845 4
517 853 7
580 710 18
710 27 11
27 29 14
29 101 13
961 936 19
840 622 19
451 216 19
216 496 9
496 377 17
496 500 18
500 948 11
948 997 1
321 275 19
8 30 19
79 46 19
738 119 19
867 747 19
641 562 19
255 254 19
878 874 20
874 547 2
547 609 1
488 506 20
366 284 20
464 449 20
449 501 18
501 893 0
263 919 20
914 455 20
650 527 20
527 522 2
522 745 10
512 737 20
109 844 20
844 767 8
985 984 20
28 692 20
584 716 20
584 815 20
11 314 20
274 730 20
96 617 21
932 998 21
48 181 21
650 142 21
547 707 21
224 993 21
793 347 21
748 191 21
150 18 21
18 164 2
164 196 3
355 257 21
257 689 14
145 663 21
177 435 21
38 311 21
64 217 21
241 88 21
776 921 22
921 661 0
921 456 10
112 380 22
626 239 22
239 111 13
912 949 22
77 334 22
334 376 3
770 805 22
30 444 22
541 645 22
353 871 22
268 438 22
438 995 16
882 994 22
994 905 16
155 731 22
731 655 22
705 599 23
37 116 23
116 892 10
356 378 23
378 370 21
112 1008 23
1008 372 10
1008 304 18
528 790 23
59 799 23
776 774 23
438 439 23
373 868 23
868 615 14
615 171 10
179 535 23
692 172 23
172 218 17
218 699 0
546 658 23
658 1010 20
241 242 23
494 942 24
10 931 24
616 549 24
772 768 24
768 896 23
186 824 24
824 570 5
570 346 24
346 14 1
14 582 1
14 586 20
782 461 24
689 307 24
522 603 24
386 771 25
771 885 14
771 769 21
769 947 1
769 773 11
516 861 25
760 673 25
673 754 7
754 946 4
754 490 10
754 684 18
684 1004 17
490 391 24
496 462 25
462 326 10
962 591 25
657 977 26
105 827 26
216 220 26
272 313 26
47 175 26
396 398 26
398 911 18
911 967 6
911 1006 22
1006 718 0
451 841 26
841 639 0
841 638 10
481 413 26
20 556 26
556 934 17
372 785 26
785 789 7
64 943 26
66 978 27
370 369 27
722 726 27
726 566 5
726 854 17
319 445 27
257 777 27
314 270 27
5 237 27
392 485 27
485 231 15
155 264 27
308 414 28
40 429 28
57 665 28
594 863 28
445 437 28
92 564 28
564 557 8
564 124 28
436 441 28
94 810 28
831 117 29
594 95 29
317 806 29
270 937 29
673 819 29
610 756 30
756 761 3
108 555 30
521 987 30
81 744 30
744 960 6
573 543 30
366 303 30
726 982 30
377 493 30
28 600 30
856 842 30
137 389 30
389 339 24
386 277 31
747 362 31
32 363 31
363 619 6
804 900 31
76 696 31
166 662 31
548 964 31
343 821 31
319 62 31
270 838 31
14 972 31
867 825 31
514 554 31
554 251 9
565 569 32
529 624 32
624 312 2
68 210 33
802 930 33
595 859 33
99 491 33
491 299 7
457 734 33
6 39 33
327 454 34
523 682 34
523 735 34
429 791 34
791 835 33
896 688 34
688 211 22
211 207 2
257 458 34
803 801 34
801 945 17
132 965 35
525 913 35
49 51 35
224 232 35
33 107 35
130 690 35
799 701 35
769 403 36
290 828 36
513 813 36
438 382 36
68 709 37
709 721 2
709 453 10
42 234 37
234 203 20
203 219 19
13 542 37
184 693 37
279 421 37
808 740 37
266 1003 38
235 498 38
655 447 39
366 473 39
473 969 10
688 431 39
222 238 39
128 917 39
259 271 39
370 833 40
188 1022 40
895 409 40
945 899 40
784 1017 40
79 430 40
13 743 41
498 996 41
996 503 32
648 60 41
60 348 37
1023 1002 41
681 712 42
558 676 42
799 342 42
32 941 43
1005 559 43
273 883 43
328 958 44
140 252 44
540 605 45
16 664 45
578 1018 46
53 817 46
363 891 46
980 574 46
716 973 46
542 724 47
208 625 47
367 623 47
612 884 48
469 983 48
135 487 49
574 957 49
996 940 49
192 872 50
657 725 50
725 723 12
649 651 50
5 621 50
1007 507 51
353 337 51
701 1001 51
627 889 51
116 757 51
386 406 52
783 149 52
666 667 52
667 475 24
117 161 52
792 653 52
653 901 31
338 479 52
420 463 52
775 1014 53
161 836 54
189 351 54
623 1000 54
605 873 54
220 221 54
374 183 54
314 315 54
888 886 55
247 647 56
285 345 56
707 898 56
387 924 57
924 902 28
228 739 57
747 751 57
286 375 57
931 759 58
145 758 59
557 719 59
218 714 59
633 753 59
753 443 8
753 433 55
190 727 59
329 733 60
733 670 57
670 671 47
512 814 60
640 952 60
569 765 60
337 975 60
975 971 5
627 691 60
583 711 62
340 839 63
9 685 63
490 511 63
850 974 63
239 253 64
751 495 64
896 732 65
108 1016 67
173 746 67
960 903 68
903 471 53
670 858 68
908 717 69
339 607 70
329 956 70
567 822 70
410 499 70
446 988 71
410 442 71
848 459 72
790 966 72
893 879 72
972 510 72
545 561 73
745 766 76
990 939 77
125 381 77
17 223 78
506 762 78
967 999 78
63 127 79
424 492 79
492 894 63
338 467 81
299 847 82
700 959 84
849 979 85
935 1009 86
761 755 88
755 1019 60
491 989 91
373 823 91
974 750 92
656 695 93
915 855 96
