73514
4096 4095
3771 2015 0
2015 1983 0
1983 1900 0
1900 2047 0
2047 3039 0
1900 4083 0
1967 2739 0
2747 2410 0
4039 1442 0
3954 3023 0
4043 2042 0
4049 3569 0
2748 3941 0
637 3434 0
3434 4061 0
4061 2926 0
3434 3323 0
2963 1883 0
1883 4029 0
1979 3998 0
4037 2925 0
3062 3061 0
4026 1753 1
4095 3709 1
4026 3563 1
755 3326 1
3326 975 1
926 3451 1
1900 3565 1
2739 1537 1
3941 3051 1
3051 3487 0
2042 3575 1
2925 520 1
520 2120 1
520 777 1
3711 3867 2
3867 2970 1
18 35 2
2402 2412 3
2739 3316 3
4029 3948 3
2909 2825 4
2825 2856 1
2856 2049 1
2049 2189 1
2189 2316 0
2049 2177 3
2402 3746 4
3948 1916 4
1537 1683 4
975 3368 4
3368 2697 0
520 2072 4
2072 3155 1
769 1921 5
2750 573 5
2015 1320 5
1320 1833 0
1320 2472 4
2472 384 3
384 1408 5
1408 3266 4
3266 1218 3
1218 3650 1
3650 1376 3
1376 672 3
672 804 2
672 1548 3
1548 265 3
265 355 0
265 1377 1
265 294 2
1377 1681 4
1681 2247 4
2049 105 5
105 556 4
2049 2125 5
2125 2113 5
2113 2371 1
4003 3196 5
769 800 6
800 928 4
928 1091 6
3954 109 6
769 1971 6
3979 2896 6
2896 3091 1
2557 3826 6
2045 3476 6
800 547 6
547 788 4
788 1080 2
788 3016 2
1080 1140 3
1080 61 6
61 281 1
1408 656 6
656 3184 2
3184 3074 2
3074 1030 2
656 646 3
1030 1220 4
1220 1249 4
1220 1119 4
1119 1050 3
1050 554 1
3074 3075 4
554 2722 5
1030 134 5
134 1040 2
1040 1120 0
1120 1329 1
134 214 2
1120 320 3
320 360 0
360 382 2
320 277 5
277 2821 0
277 272 4
272 292 2
272 274 3
274 316 2
316 16 3
16 58 1
292 1212 4
16 1364 5
1364 3553 3
316 2492 5
214 2758 5
2758 2254 1
2254 239 5
3074 2058 5
2058 2074 0
2074 778 1
2058 2583 3
2074 271 5
271 2338 4
2338 2441 0
2441 829 2
2338 480 2
3184 3129 5
214 3235 6
3575 1717 6
320 402 6
402 2443 4
35 1706 6
2371 2540 6
1120 258 6
258 70 3
70 711 0
70 7 3
7 287 1
7 1039 5
1039 128 6
128 33 0
128 1515 1
33 1337 4
33 293 4
33 256 4
256 290 1
256 1558 2
293 67 5
67 2121 4
2121 2629 6
2316 2329 6
520 1684 6
1684 2196 5
2196 4 1
4 1356 1
2196 2199 6
520 336 6
336 339 0
336 3148 2
3148 2644 0
646 708 6
708 760 1
708 578 5
578 66 6
66 273 1
273 2450 0
66 1286 4
1286 1328 2
1328 2064 3
2064 2587 3
2587 2635 2
2635 858 0
2064 2578 4
2064 2186 4
2186 1282 2
1282 327 1
327 1365 1
1365 896 2
1282 1981 4
896 432 6
432 144 4
144 57 4
57 31 4
31 21 0
21 438 6
432 2104 6
1282 3346 6
1282 210 6
2970 2942 6
2120 322 6
292 694 6
3184 560 6
560 48 4
48 1044 0
1044 1143 0
48 2357 2
48 692 3
1143 744 6
384 3456 6
1032 522 7
3707 1151 7
0 1159 7
1159 1670 4
1670 1711 5
1711 1733 0
1711 1707 3
1707 1031 3
1031 6 2
6 2436 0
2436 472 0
2436 3350 1
6 2185 2
472 960 3
960 2176 2
2176 2746 0
2176 2216 3
472 1502 4
472 881 4
6 302 4
881 529 5
2185 145 5
145 1745 6
2216 1658 6
1733 1621 6
130 1312 7
1097 1093 7
1093 2861 7
133 140 7
140 1957 1
140 132 5
132 644 1
644 3590 1
132 245 2
245 209 1
132 180 4
180 1084 1
209 342 7
3999 1634 7
1634 1380 1
1380 1326 5
1634 673 5
1634 1594 6
1594 1154 3
1154 208 5
208 3545 2
208 3090 4
1154 1235 7
16 852 7
852 1949 3
1949 717 2
1515 943 7
293 385 7
385 999 0
385 406 3
406 2510 2
2510 2128 2
2128 849 1
2128 69 2
2510 346 5
346 328 4
328 2660 3
2660 3684 2
328 113 6
113 2283 1
2283 224 1
224 3632 2
113 651 2
113 749 3
406 456 6
2283 767 7
346 104 7
104 2728 1
2728 2822 0
2822 2391 0
2391 3271 1
104 88 1
88 112 0
112 2486 1
112 2097 1
2097 2787 3
104 2424 3
2486 3054 4
2822 3080 4
3080 900 4
900 964 4
2728 2961 5
88 2250 6
88 3251 7
69 2752 7
2128 1635 7
1635 1679 3
1282 3344 7
896 3073 7
57 10 7
10 2350 0
10 1114 2
10 164 2
164 1540 2
1540 1664 2
10 526 4
526 590 6
526 23 6
1540 2592 6
2592 2052 1
2052 2567 3
2567 2241 1
2241 2148 3
2241 2197 5
2197 2245 6
2052 780 6
2245 2757 7
2148 487 7
1540 1034 7
1034 1027 4
1027 159 5
159 19 0
19 2167 0
2121 840 7
840 968 3
33 296 7
296 282 0
296 1994 2
1994 3496 1
926 774 7
774 2314 5
2314 3396 3
3396 1371 2
1371 1993 4
68 64 7
64 1100 2
64 518 3
518 927 2
64 394 5
394 2122 3
2216 223 7
2212 3244 7
1025 609 7
609 870 1
870 854 6
854 1816 1
1816 1808 5
1808 2667 3
1808 3604 5
1808 1296 7
2176 129 7
129 270 0
270 398 6
3350 3351 7
1286 288 7
288 988 1
288 416 1
288 2828 2
2828 1128 3
288 177 3
177 2233 0
177 688 4
1128 612 6
612 631 0
631 2210 1
288 512 7
512 3778 4
3778 1738 4
3650 1615 7
2072 2190 7
140 772 7
772 2322 0
2322 2307 2
2307 3078 3
3078 3390 5
2307 1826 5
2307 2819 7
3129 3581 7
1537 2945 7
3488 3895 7
1548 1542 7
1542 1191 0
1542 1606 5
2722 2178 7
16 816 7
1329 4007 7
3684 1028 8
1028 1057 0
1028 1077 1
1028 2569 1
2569 3079 0
3079 2215 1
2215 982 2
2569 2252 4
2569 3681 5
1028 1735 6
1057 3107 7
3107 3943 8
2592 550 8
104 1065 8
1065 1061 3
1061 3116 4
1061 1857 6
1065 828 6
828 845 0
828 950 1
1065 1178 8
1178 1746 4
590 253 8
3344 1426 8
1426 2224 3
2224 3246 3
68 278 8
278 400 6
400 754 4
3078 3286 8
3325 3240 8
3240 2140 5
609 3047 8
3244 663 8
663 2231 6
2210 3510 8
1296 3355 8
2210 1586 8
165 1332 8
1332 3185 6
3185 3164 7
1332 124 7
124 724 1
32 2600 8
2600 2404 2
2600 1836 2
1836 1697 3
1697 621 2
1697 1156 3
2600 3088 3
1156 1424 4
1424 3728 0
621 2941 4
1697 2208 4
2208 2588 0
3088 2496 5
2496 3336 0
2496 2437 0
3336 3448 3
3448 3696 1
3336 776 6
776 2790 0
776 1856 4
776 3882 7
3336 2358 7
2358 2310 3
3336 1805 7
3088 2112 7
2112 714 5
2112 2130 6
2130 2631 6
2631 2883 1
2112 3907 6
3907 2639 3
1156 2688 7
2404 3360 7
3360 3493 0
3493 3876 2
3360 3139 6
3876 3872 7
3872 1795 0
3360 3873 8
3873 3072 0
3072 1105 4
1105 1171 1
1171 1939 2
1171 248 3
248 114 3
114 434 3
248 1550 6
114 347 7
1156 1687 8
621 684 8
2600 205 8
168 634 8
2073 2463 8
2463 2444 0
2333 2319 8
2319 806 7
806 892 0
806 3030 1
892 218 7
218 2301 2
218 280 3
280 984 1
280 395 7
395 8 1
395 1935 2
8 1124 4
8 2658 6
1568 2264 8
2596 2628 8
2561 2712 8
2712 538 0
538 376 6
376 2464 8
2561 2285 8
573 709 8
1408 192 8
192 576 1
192 1 5
1 2849 2
192 1233 6
1233 1160 4
1233 1603 5
1603 1637 6
192 1352 6
1 1554 7
1554 2320 3
2320 2816 2
2816 2390 3
192 2796 7
1160 1216 8
192 2740 8
2740 3222 8
3222 3797 3
2177 3201 8
3201 3464 2
3464 3400 2
3400 2409 3
3201 3472 5
3472 2456 0
2456 436 2
2456 176 6
176 1200 1
176 563 2
563 3123 0
563 1625 4
1200 1232 5
1232 1562 4
1562 1688 3
1232 3281 6
176 1508 7
176 2718 8
1080 1136 8
1136 53 2
53 2071 5
1136 868 5
2071 2383 7
3709 1223 8
2371 3423 8
520 2852 8
1120 1144 8
1329 1837 8
2443 3480 8
3480 3132 6
258 1824 8
293 289 8
289 41 8
336 865 8
2450 2434 8
2434 2315 3
2315 391 1
391 1487 8
1487 1354 6
1354 295 5
2315 2304 8
2304 1314 2
2304 3656 4
2304 2158 5
2304 2308 6
2308 2421 3
2308 1421 4
1314 455 7
2304 2378 7
1282 1088 8
21 1893 8
6 3718 8
960 452 8
3020 2806 8
1658 604 8
1093 912 8
912 723 4
912 564 8
564 1661 5
1661 594 5
132 2394 8
2197 2837 9
2837 82 0
8 1578 9
395 768 9
768 785 1
768 2306 4
2306 2680 1
2306 3466 2
2306 1043 2
768 1288 4
1288 323 2
323 450 2
323 2625 3
2625 2957 2
2625 2188 2
2957 1613 3
2957 3037 4
2680 2736 5
785 1297 8
1297 447 1
1297 1368 6
1368 1736 3
1368 3197 9
1157 1053 9
288 2976 9
270 1423 9
1423 2980 0
2980 2088 1
2980 2228 3
2088 2650 8
2320 3354 9
3354 698 5
2688 2432 9
2432 2951 1
2951 2710 0
2432 2944 3
2944 2499 6
2944 2417 6
2944 2209 6
2951 2495 9
2567 2187 9
2187 2205 3
2205 3209 8
88 2824 9
2824 2666 1
1216 1604 9
1027 1089 9
1089 96 7
96 102 0
102 358 2
358 2341 1
96 99 3
99 585 7
99 2083 8
2083 1185 6
96 2202 8
2444 14 9
192 321 9
321 3685 4
321 2899 7
2899 341 2
321 2633 8
0 1553 9
1553 1536 1
1536 814 0
1536 1689 7
1689 1721 3
1689 1244 6
1244 1176 4
1553 2576 7
2576 2577 0
1613 1600 9
1600 3525 5
224 233 9
224 3048 9
2852 2063 9
2063 3117 3
3117 1063 4
112 71 9
71 2817 1
2817 2885 6
2796 2172 9
604 558 9
2941 2673 9
3464 3288 9
69 1259 9
1259 1231 0
1231 2299 6
1088 3341 9
3341 1860 1
0 3328 9
3328 2377 3
2377 2369 4
2369 559 6
2377 3352 8
3352 3348 8
3348 2356 8
3328 3460 9
2212 608 9
608 4035 4
608 1560 5
1560 3592 1
608 589 5
608 2160 6
2160 2808 7
808 555 9
555 2127 5
555 595 7
595 211 2
0 25 9
25 137 4
25 1494 5
1494 2034 4
137 9 7
9 2054 7
2054 2084 0
2084 2820 1
2084 3940 4
1041 1113 9
68 1092 9
387 1060 9
1060 1575 0
1575 1718 7
1718 1682 7
1060 2678 8
1060 194 9
194 207 1
194 3842 4
207 2511 7
2511 2206 7
207 2772 7
194 146 9
146 24 6
24 216 2
216 249 2
24 2056 5
2056 2312 7
24 44 7
44 552 0
44 809 2
809 3772 6
3772 3796 4
552 2603 6
44 2597 7
146 266 8
1025 262 9
262 154 2
262 781 5
781 2573 6
2739 383 9
2868 2862 9
2862 2634 5
2412 2916 9
2371 2259 9
2180 42 9
42 1058 2
42 315 3
42 60 4
60 26 5
128 1316 9
3204 3756 9
3756 3944 9
67 579 9
579 2818 1
273 1305 9
1328 1904 9
21 329 9
329 3161 4
1670 2483 9
2483 3249 5
213 188 9
1031 1166 9
1166 2525 2
1166 1035 4
180 418 9
418 1348 7
1348 1734 9
1734 3652 7
1154 3233 9
3233 3585 1
3233 3828 6
2569 3731 10
3107 3099 10
3099 3081 2
3081 1709 2
3081 3097 9
1709 1076 10
1076 38 0
1076 3860 1
38 1064 5
1064 2408 10
3072 2326 10
2326 2229 8
1171 2484 10
984 89 10
1124 1369 10
1369 3419 1
1 153 10
153 2442 6
1554 1574 10
1574 1570 6
1570 681 10
2944 1179 10
1860 3924 10
563 182 10
182 2720 0
1508 3559 10
3460 3549 10
1244 107 10
107 739 4
3684 3173 10
20 374 10
374 1024 2
1024 1859 1
1024 464 5
1859 1109 10
1109 592 5
1024 1752 10
1752 1072 2
1752 1675 5
1675 655 0
1675 1722 5
1752 625 5
625 368 3
368 49 5
49 56 2
56 3752 5
49 817 6
817 465 7
56 1208 7
655 653 7
1072 1202 7
1202 1510 6
1510 3426 1
3426 3363 4
3363 3522 0
1752 219 8
1202 2181 10
2181 2149 3
3496 2403 10
518 2598 10
3396 1281 10
1281 1851 4
1281 3848 7
518 116 10
116 2647 9
2647 2380 3
2380 268 8
268 2760 1
2647 2839 8
2839 1814 2
1814 1862 3
2647 2335 10
2057 2336 10
1065 743 10
512 12 10
32 1056 10
1056 1192 0
1192 3481 6
1056 1840 6
1840 2040 0
2437 2102 10
2209 364 10
364 445 1
364 2584 3
2584 3236 9
2083 1187 10
1187 34 5
34 2564 4
2564 3612 1
2564 1636 1
2564 2966 3
34 1799 7
1799 2580 8
2580 2656 10
2656 3665 9
3665 1104 0
2580 528 10
528 84 0
528 1094 6
1094 549 4
549 2589 0
549 685 4
549 121 5
528 690 6
549 1952 7
1094 3138 7
3138 2382 2
690 642 10
642 2642 2
642 2194 2
642 1174 7
1174 967 8
2194 1183 9
1296 3858 10
3858 3345 8
3858 2897 9
2897 786 7
786 770 3
49 97 10
97 2414 8
2414 2346 9
1664 312 10
112 3705 10
3448 4090 10
1089 1730 10
1730 2783 8
3344 3546 10
216 3289 10
809 877 10
877 815 8
0 149 10
149 147 9
41 1184 10
1184 1610 0
42 1146 10
69 285 10
4043 3329 10
2097 37 10
37 2117 6
2117 2624 3
2624 2802 0
2624 2700 4
2700 325 1
325 361 1
325 2348 5
2700 2704 8
2624 2804 8
2804 1334 9
19 131 10
131 969 8
1795 2727 10
1061 2305 10
2305 291 9
291 419 2
291 1323 9
1323 3406 6
325 392 10
392 386 3
386 904 2
392 75 3
386 139 9
325 1349 10
2700 3869 10
1808 1970 10
1970 771 10
771 2850 3
2850 910 9
1553 519 10
519 2693 1
2693 3984 1
3984 2900 7
519 1699 8
1799 3206 10
2117 2152 10
2152 2537 0
2152 2345 7
2345 1410 4
282 2490 10
2490 2480 5
2480 2293 4
2293 3069 0
2480 2144 6
2144 548 4
548 1538 1
548 2636 2
548 150 2
1538 4038 3
150 166 6
1538 2562 8
2562 1074 1
2562 515 6
515 301 5
1538 151 9
151 671 8
671 732 1
151 3477 8
548 676 9
676 2978 4
2978 2330 7
151 1413 10
1413 3557 6
1538 1771 10
1771 1608 4
1608 73 10
1538 675 10
2073 2969 10
2969 977 8
977 2257 3
1632 1129 10
1129 1067 8
68 581 10
513 3118 10
3548 255 10
255 2238 3
2832 534 10
637 891 10
133 759 10
759 2119 2
2697 2344 10
672 3058 10
3058 184 4
2412 2882 10
3196 3365 10
1249 229 10
320 1484 10
1484 1127 0
274 435 10
16 160 10
2048 3152 10
1706 746 10
4 2051 10
57 811 10
31 2143 10
145 1153 10
1153 1194 9
1621 1079 10
385 482 10
482 970 11
1034 1666 11
1666 523 5
523 1611 8
1611 371 6
1611 3137 7
968 898 11
2314 3017 11
2314 283 11
283 17 3
17 3357 3
394 1761 11
1761 1255 6
1761 1283 7
72 2520 11
2520 793 5
1028 3113 11
1057 240 11
1028 3364 11
278 79 11
79 2174 9
3088 3586 11
3586 3602 4
3602 3850 9
3602 2815 10
714 710 11
710 217 2
217 275 7
8 2632 11
1 80 11
80 720 5
720 4044 2
4044 2012 2
1688 664 11
664 2689 3
2689 2616 7
2616 561 1
561 569 0
569 574 10
768 2864 11
2864 2342 4
2864 2608 6
2342 2422 11
2422 1239 8
1239 422 10
1368 1534 11
1089 1115 11
102 1463 11
102 1125 11
1125 582 3
582 2662 0
1718 1714 11
146 738 11
738 1620 5
1620 666 0
738 119 5
464 417 11
417 299 9
1192 674 11
674 931 5
1799 1015 11
2656 2664 11
549 773 11
773 516 7
3858 3473 11
3251 3187 11
3187 3283 6
904 3032 11
1538 1552 11
1552 3200 3
3200 1052 2
1610 750 11
1410 1922 11
2704 2452 11
2452 4020 11
1413 1453 11
581 2311 11
2311 2756 3
519 1287 11
154 3086 11
2560 2743 11
1034 3179 11
854 2652 11
2652 3191 3
3191 3269 5
2652 2932 9
2932 1841 10
1841 2002 10
2652 2702 11
2702 2948 1
452 448 11
2308 3436 11
3436 3092 4
3092 2068 5
2068 2161 0
2161 2725 3
3092 540 7
540 13 3
13 1868 2
2725 2613 8
3092 3391 8
1868 1036 10
3092 1624 11
1624 601 3
601 2069 5
2069 3008 2
2069 2582 6
1624 28 10
28 222 0
222 468 5
468 981 4
468 3006 7
2582 3730 11
3730 3841 7
3841 3891 8
455 449 11
449 1441 3
604 2692 11
2692 1469 9
1469 1461 3
2692 228 11
228 936 0
3288 2762 11
2762 2799 9
2799 3243 2
2799 3177 10
1423 3975 11
2144 3682 11
3682 3723 1
3682 3618 5
3723 3719 6
2306 610 11
610 747 4
2444 2759 11
168 3260 11
1066 1130 11
1130 1416 5
1416 1544 2
1544 1576 0
1576 4016 2
1416 1236 5
1576 3180 7
1416 136 8
136 460 5
460 863 9
68 909 11
909 2507 6
2507 762 8
2663 2933 11
68 2094 11
2094 286 3
286 30 0
286 306 3
306 2418 3
2418 2354 7
286 2423 11
68 195 11
18 2067 11
2067 2435 3
2561 833 11
833 972 2
972 2984 6
833 1569 7
52 1818 11
1818 1890 8
1890 3906 0
3771 1643 11
1133 2007 11
2049 3142 11
3142 3361 1
2072 2392 11
2392 3401 7
3948 1829 11
1376 352 11
352 490 4
352 372 6
372 1336 5
372 348 10
352 993 10
372 980 11
3476 2076 11
2076 2124 5
2124 2118 2
2124 3781 7
3451 247 11
1091 1649 11
1649 225 2
225 3203 11
3203 1429 1
109 2553 11
2371 2114 11
2114 2156 10
1025 1051 11
16 1465 11
1465 3270 2
3270 2255 4
778 682 11
33 544 11
544 632 10
632 1888 10
33 2401 11
67 1744 11
1744 1155 11
1155 1189 8
1189 2863 8
3148 3168 11
322 3402 11
694 3300 11
1707 1875 11
6 1858 11
1858 3920 5
1858 1219 5
2861 2848 11
2861 2251 11
2251 3224 11
3224 1069 4
1069 2065 5
132 202 11
202 1651 5
202 587 10
587 91 0
587 3657 7
587 454 10
454 3654 5
3654 1919 2
202 670 11
670 2781 9
180 244 11
2208 2256 12
1041 1685 12
2130 3151 12
3151 1390 3
806 2930 12
2285 2533 12
1 260 12
260 2440 2
260 1652 11
3201 3105 12
3105 3170 12
1314 1138 12
3656 1633 12
912 2522 12
2522 986 4
1288 1037 12
1297 3897 12
3897 3950 11
2633 2880 12
2880 593 6
2880 2890 12
3525 3905 12
32 2626 12
1560 1627 12
2597 2935 12
1316 300 12
2818 2858 12
2818 2952 12
2952 1821 9
3081 2641 12
38 882 12
182 199 12
1024 1347 12
1347 2372 6
56 2184 12
2184 648 1
1281 3367 12
2382 354 12
354 509 9
36 3588 12
3588 3584 5
3584 3332 6
3332 3471 3
655 157 12
1305 1999 12
2392 2296 12
664 624 12
811 3130 12
3130 3114 1
515 200 12
200 647 8
1127 1238 12
1238 1190 3
1190 3573 4
1190 54 9
54 699 1
54 63 6
54 163 10
548 831 12
247 1279 12
1 1152 12
1152 1173 1
1173 1432 4
1152 5 4
1152 65 7
65 439 3
1152 1695 10
65 615 11
615 1551 4
1551 3978 1
1551 3587 3
3978 1674 8
5 2309 11
1173 1436 11
1152 100 12
100 3701 12
2210 3108 12
3108 2182 7
2182 2646 3
3108 3174 9
3108 3178 11
325 2062 12
2062 600 0
2062 3082 11
3082 3202 12
3202 3649 9
870 2 12
1536 801 12
2432 897 12
897 827 5
897 2691 10
2691 2274 3
897 649 10
840 227 12
490 2426 12
2978 658 12
1061 3125 12
1051 3153 12
3850 1930 12
325 565 12
565 871 0
688 3889 12
1615 822 12
2444 3221 12
1233 1251 12
1251 203 7
203 3803 2
3803 2203 5
2203 3863 6
1153 389 12
389 1345 6
1345 3443 0
1345 1362 2
389 2433 8
2433 2959 5
436 92 12
92 1118 4
30 2267 12
1620 1646 12
1646 1762 1
2050 22 12
22 276 1
22 148 7
148 1367 3
1967 3064 12
2050 2080 12
2080 2089 6
52 1473 12
573 1561 12
2594 2219 12
1080 3900 12
646 2318 12
1119 1678 12
1040 1591 12
1591 1619 7
2048 2669 12
3235 3324 12
2196 2198 12
1328 792 12
1670 380 12
6 420 12
2216 313 12
2216 4032 12
1745 531 12
1154 1422 12
1422 1430 0
1422 2191 1
1430 1748 2
1748 3736 6
1430 1412 7
1412 1033 4
1412 1932 8
3090 2258 12
2258 1622 0
1622 1704 4
4079 1357 13
159 719 13
719 169 3
394 2154 13
2154 39 5
2154 4066 11
4066 4080 12
39 530 13
530 514 3
514 2834 3
2834 2610 4
2834 2217 6
2819 307 13
1826 1830 13
2178 2513 13
2513 467 3
467 241 10
241 2805 0
2805 3811 6
3696 812 13
2358 857 13
3360 2968 13
3873 3245 13
538 3128 13
3128 1549 5
20 2109 13
868 76 13
76 353 6
76 696 6
452 197 13
197 706 5
785 1593 13
1288 1820 13
2736 2192 13
2192 2521 10
2192 3089 13
3089 1135 1
3089 1557 2
1557 1029 2
1029 279 6
2312 1769 13
2259 2129 13
2129 43 2
43 179 7
49 2081 13
2081 2763 12
116 2079 13
268 2892 13
1056 3100 13
3100 1500 4
3100 3280 12
3280 1492 2
1492 1872 10
1872 3394 8
642 691 13
690 504 13
3137 1137 13
80 848 13
848 1210 3
561 1588 13
1588 537 11
3177 1145 13
981 2519 13
372 156 13
2114 2066 13
2066 2090 6
2090 2159 3
2066 2947 6
1189 1204 13
624 1108 13
1108 3149 2
1108 3220 6
3220 3136 8
3136 3911 4
63 125 13
1094 3150 13
2094 2714 13
1678 138 13
138 152 3
152 1450 2
2128 3188 13
3188 3672 0
3672 3579 7
29 1180 13
1180 3397 11
2961 2776 13
2776 1739 0
2210 2096 13
2096 1340 12
394 2106 13
3116 3831 13
1089 1915 13
1915 602 7
602 1026 2
1026 775 4
775 141 5
602 2115 5
2115 158 0
775 2374 10
1026 1038 11
1038 3520 3
3520 3528 0
3520 404 3
404 305 0
305 403 1
403 851 0
404 2448 1
305 841 4
305 1398 5
305 1394 12
1394 1343 0
305 257 12
257 2082 12
2082 2147 9
2147 2419 5
257 1545 12
1545 835 6
1545 2601 13
2601 2735 12
158 2207 13
1652 1874 13
149 2517 13
2756 3812 13
99 103 13
2880 2657 13
2657 2913 10
2600 3043 13
3043 2793 11
1064 1389 13
2496 3523 13
2318 3405 13
2480 2946 13
2946 2958 5
160 185 13
3488 3616 13
3616 1573 1
1573 764 5
3616 3499 13
1320 3096 13
3096 120 5
120 598 2
598 1654 0
3096 3208 6
3208 3212 3
120 122 7
598 614 8
122 1787 11
3212 3140 11
2177 3232 13
3476 1448 13
928 1440 13
3184 3375 13
3051 974 13
1030 3600 13
134 230 13
214 1530 13
1530 3321 3
16 2142 13
258 1969 13
287 1431 13
128 408 13
4 2059 13
2059 3278 5
2059 2889 8
2064 2705 13
2705 1712 4
1712 572 3
1712 1988 11
3346 1330 13
744 2201 13
2201 90 7
180 1653 13
581 2572 14
1034 1163 14
64 2116 14
2116 2242 0
3244 3304 14
288 2476 14
2476 2478 4
2476 2230 7
2230 2086 7
2086 259 1
259 3840 11
259 2145 12
2145 2091 3
2145 236 14
3107 3115 14
2224 3104 14
3246 1307 14
3240 1201 14
1201 1411 6
2310 2949 14
2658 162 14
538 1811 14
576 2695 14
1 2574 14
2574 3688 1
2390 2460 14
41 424 14
1354 1090 14
1090 1676 7
1676 1703 5
2308 2373 14
455 734 14
564 1716 14
3392 3714 14
3466 952 14
2944 3784 14
3784 2767 3
102 3306 14
1600 1944 14
1092 1122 14
1122 3 1
1122 1055 8
3099 3666 14
3666 3275 5
2484 1728 14
1024 3147 14
2403 1507 14
1507 1338 5
1104 3218 14
2945 3970 14
371 324 14
324 2396 3
2396 2427 4
217 1245 14
2632 2586 14
773 583 14
583 2774 13
2333 2975 14
200 741 14
741 1428 4
1428 2838 4
1428 2556 10
741 1268 11
1268 2030 4
1268 3729 7
3443 2407 14
2728 3735 14
420 441 14
2147 51 14
2693 3231 14
37 142 14
142 1075 2
1075 2151 2
1075 1207 11
104 605 14
605 725 11
725 842 9
3654 1260 14
1260 934 5
2067 2131 14
1608 338 14
338 1396 3
160 1672 14
1672 3712 13
3712 1873 5
3712 3601 7
3601 3217 11
3217 401 4
401 412 5
3217 3272 6
412 476 11
3232 1008 14
20 501 14
3778 3792 14
3792 908 7
3792 3760 9
3760 2737 0
908 2461 12
2461 3475 4
2461 2501 14
2501 1383 9
1383 2107 11
36 748 14
3940 3956 14
138 173 14
173 204 2
204 2753 5
2753 3787 5
204 2092 5
2092 2865 1
2753 971 7
173 1770 12
1770 1772 8
325 326 14
326 2260 0
2946 2528 14
223 95 14
3108 2612 14
305 945 14
945 2016 3
2016 1793 0
1793 3376 14
3376 3888 6
3888 2614 10
3888 59 12
3888 2785 13
2267 3720 14
3720 1665 12
1032 1289 14
1289 3909 2
3039 3532 14
2049 1298 14
294 261 14
1140 1141 14
382 618 14
1558 1042 14
1042 1110 14
1110 1344 8
1110 588 12
588 906 6
906 397 6
397 405 12
405 189 4
48 317 14
1502 396 14
644 678 14
180 433 14
2052 2085 15
2085 3172 14
64 2566 15
1816 3001 15
177 1205 15
1205 3241 11
1178 1488 15
1488 1198 12
1198 1177 10
3030 1852 15
1852 3739 0
1852 2395 8
1233 1221 15
1824 1435 15
1435 1427 8
1435 1215 10
2560 546 15
546 1000 5
1000 873 1
873 2708 9
2708 2438 7
2438 810 9
546 3668 9
810 944 10
